filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Set2_DSCN3976.JPG_0.jpg,134740,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":214,""y"":490,""width"":188,""height"":120}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3970.JPG_0.jpg,142038,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":4,""y"":128,""width"":580,""height"":299}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3970.JPG_0.jpg,142038,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":146,""y"":53,""width"":527,""height"":179}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3969.JPG_0.jpg,116836,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":171,""y"":191,""width"":538,""height"":274}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3969.JPG_0.jpg,116836,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":269,""y"":109,""width"":328,""height"":185}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3961.JPG_0.jpg,122673,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":294,""y"":138,""width"":377,""height"":210}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3960.JPG_0.jpg,111500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":335,""y"":175,""width"":403,""height"":235}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3955.JPG_0.jpg,117279,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":482,""y"":249,""width"":244,""height"":149}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3954.JPG_0.jpg,147297,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":472,""y"":386,""width"":213,""height"":150}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3951.JPG_0.jpg,146129,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":385,""y"":240,""width"":236,""height"":113}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3949.JPG_0.jpg,174327,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":117,""y"":245,""width"":261,""height"":76}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3949.JPG_0.jpg,174327,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":506,""y"":349,""width"":274,""height"":153}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3938.JPG_0.jpg,179273,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":248,""y"":691,""width"":173,""height"":55}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3924.JPG_0.jpg,183774,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":265,""y"":266,""width"":435,""height"":148}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3916.JPG_0.jpg,154110,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":547,""y"":349,""width"":192,""height"":87}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3913.JPG_0.jpg,146551,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":258,""y"":311,""width"":428,""height"":219}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3899.JPG_0.jpg,166034,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":91,""y"":95,""width"":804,""height"":444}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3891.JPG_0.jpg,158312,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":270,""y"":242,""width"":171,""height"":283}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3888.JPG_0.jpg,168517,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":427,""y"":459,""width"":282,""height"":145}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3883.JPG_0.jpg,155565,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":293,""y"":235,""width"":303,""height"":275}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3882.JPG_0.jpg,99578,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":152,""y"":385,""width"":867,""height"":183}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3879.JPG_0.jpg,168464,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":291,""y"":650,""width"":250,""height"":90}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3871.JPG_0.jpg,82378,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":415,""y"":188,""width"":104,""height"":242}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3869.JPG_0.jpg,187014,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":294,""y"":467,""width"":145,""height"":291}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3867.JPG_0.jpg,122742,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":420,""y"":459,""width"":459,""height"":270}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3860.JPG_0.jpg,190475,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":381,""y"":279,""width"":268,""height"":136}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3848.JPG_0.jpg,159341,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":344,""y"":322,""width"":340,""height"":111}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3840.JPG_0.jpg,150719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":405,""y"":418,""width"":266,""height"":274}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3839.JPG_0.jpg,52173,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":327,""y"":223,""width"":339,""height"":175}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3812.JPG_0.jpg,135636,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":33,""y"":283,""width"":181,""height"":80}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3811.JPG_0.jpg,82781,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":416,""y"":203,""width"":96,""height"":98}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3811.JPG_0.jpg,82781,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":656,""y"":348,""width"":58,""height"":76}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3811.JPG_0.jpg,82781,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":760,""y"":577,""width"":67,""height"":109}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3811.JPG_0.jpg,82781,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":784,""y"":170,""width"":69,""height"":49}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3809.JPG_0.jpg,156670,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":323,""y"":394,""width"":177,""height"":167}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3807.JPG_0.jpg,159339,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":505,""y"":324,""width"":86,""height"":125}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3807.JPG_0.jpg,159339,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":271,""y"":283,""width"":109,""height"":57}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3799.JPG_0.jpg,99616,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":908,""y"":438,""width"":101,""height"":99}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3781.JPG_0.jpg,159680,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":671,""y"":461,""width"":82,""height"":92}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3780.JPG_0.jpg,180262,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":3,""y"":74,""width"":174,""height"":132}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3766.JPG_0.jpg,78602,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":165,""y"":650,""width"":87,""height"":47}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3752.JPG_0.jpg,199606,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":121,""y"":601,""width"":199,""height"":90}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3752.JPG_0.jpg,199606,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":38,""y"":188,""width"":323,""height"":161}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3752.JPG_0.jpg,199606,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":212,""y"":51,""width"":116,""height"":112}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3752.JPG_0.jpg,199606,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":767,""y"":444,""width"":158,""height"":148}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3724.JPG_0.jpg,124777,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":196,""y"":415,""width"":103,""height"":104}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3724.JPG_0.jpg,124777,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":695,""y"":428,""width"":71,""height"":117}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3717.JPG_0.jpg,190898,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":586,""y"":344,""width"":186,""height"":111}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3717.JPG_0.jpg,190898,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":41,""y"":155,""width"":344,""height"":98}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3714.JPG_0.jpg,176994,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":467,""y"":293,""width"":98,""height"":142}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3700.JPG_0.jpg,181232,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":497,""y"":183,""width"":120,""height"":281}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3697.JPG_0.jpg,177708,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":429,""y"":155,""width"":269,""height"":74}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3684.JPG_0.jpg,229822,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":432,""y"":360,""width"":412,""height"":242}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3677.JPG_0.jpg,211920,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":145,""y"":264,""width"":518,""height"":190}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3670.JPG_0.jpg,199788,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":319,""y"":355,""width"":505,""height"":200}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3661.JPG_0.jpg,104912,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":454,""y"":421,""width"":343,""height"":161}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3623.JPG_0.jpg,151356,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":439,""y"":231,""width"":345,""height"":402}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3622.JPG_0.jpg,136781,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":216,""y"":387,""width"":138,""height"":183}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3622.JPG_0.jpg,136781,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":660,""y"":294,""width"":125,""height"":277}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3606.JPG_0.jpg,225298,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":472,""y"":297,""width"":228,""height"":307}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3603.JPG_0.jpg,224217,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":192,""y"":409,""width"":511,""height"":202}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3599.JPG_0.jpg,237673,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":509,""y"":107,""width"":224,""height"":240}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3592.JPG_0.jpg,146060,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":470,""y"":216,""width"":219,""height"":183}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3588.JPG_0.jpg,169275,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":283,""y"":174,""width"":468,""height"":281}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3588.JPG_0.jpg,169275,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":8,""y"":295,""width"":76,""height"":198}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3585.JPG_0.jpg,141641,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":404,""y"":452,""width"":236,""height"":132}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3581.JPG_0.jpg,195085,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":302,""y"":162,""width"":556,""height"":344}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3577.JPG_0.jpg,180619,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":395,""y"":426,""width"":353,""height"":104}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3566.JPG_0.jpg,163471,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":331,""y"":291,""width"":377,""height"":166}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3541.JPG_0.jpg,114963,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":306,""y"":53,""width"":225,""height"":170}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3518.JPG_0.jpg,199337,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":244,""y"":181,""width"":47,""height"":142}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3518.JPG_0.jpg,199337,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":651,""y"":235,""width"":237,""height"":146}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3506.JPG_0.jpg,165166,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""rect"",""x"":1,""y"":246,""width"":129,""height"":86}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
Set2_DSCN3506.JPG_0.jpg,165166,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""rect"",""x"":307,""y"":169,""width"":113,""height"":46}","{""name"":""Fish"",""type"":""Fish"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""Fish"":""""}"
